,content,label
41,[泪]感动//@侯镇宇: [泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪],0
42,难道   胶片时代真的要过去了吗？[汗][晕]//@王琛视界:天无绝人之路！ //@jolomo:[?][?][?][?][?][?][?][?][?][?][?][?],0
43,七夕的夜，有绿叶无鲜花[衰]...[泪],0
44,杆头打飞了。[泪],0
45,苛捐杂税猛于虎[衰],0
46,靠谱吗？？？！！为什么我看不见的是5？？？？[泪],0
47,看韩剧看得无法自拔[伤心],0
48,那天我去喂他们水喝的时候，发现不见了。清扫阿姨说他们不知道哪天，被警察带走了[泪] [心]希望他们平安,0
49,[衰]俄航好烦,0
50,收衣服的时候才发现昨天晚上忘记关纱窗了???难怪那么多蚊子！[泪],0
51,弹性真好！//@刘思宇_：原来爸爸妈妈是为了我好。。。[泪]求打屁股。。。。,0
52,哈哈哈~~~SUPER B 是什么样的B啊~~~ //@忧愁年代1990:这也行？ //@84剩女:[泪] 内牛满面啊！！！,0
53,我手机突然间毫无信号，都不是上不去网的问题，连电话都打不出去！以为自己的手机中毒了呢，一来公司发现只要的是联通的号都没有信号！破联通你怎么了？！不过也意识到这年头没有手机是一件多么恐慌的事情~~~[抓狂],0
54,终于到赤峰了。这车座的真特么的累[晕][晕],0
55,应该考虑考虑！//@波斯无影爪:[吃惊]以后车是否都应该做成水陆两栖的//@后海5号_妞妞: 确实变海了[挖鼻屎]//@我是情商:回复@郝楠童?:恐怖！[衰] //@郝楠童?:是吧！ //@郝楠童?:矮油我去！,0
56,一大早神清气爽爬起来规划工作，就看到这个苦逼帖。看看表，呕血三升，默默爬回被窝。回个笼吧[泪] //@张小晕Olivia: 落到时尚杂志里，性价比当推选 专题编辑！少壮不努力，老大做专题！//@和气生财耶: 定位总结真是到位！,0
57,想念你/却无法/相见[悲伤],0
58,开始倒时差，可是这个点我真心不困啊！[抓狂][抓狂][抓狂],0
59,[晕][吃惊][汗][汗][汗] //@非常百搭:哈哈哈哈哈！看小孩紧张地小眼神！,0
60,//@937江苏新闻广播:[晕],0
61,下次你就说：我想看看天安门，顺便吹吹风～ //@精精进入究极减肥阶段:金融街店！我每次都坐一进门靠玻璃这边从里往外数第二张桌子[馋嘴] 露台夏天一次没坐成[泪]冬天又没种跟老板说“给老娘放露台！”,0
62,好像红糖不能豆浆一起吧     一把是多少啊[衰][委屈]//@麦麦吉V:我就没什么小月牙，学习。。,0
63,请问南京站的福利在哪里！！！！！@黄立炜leeway 快点帮我和他们说[泪]//@好妹妹乐队-浪客秦昊: 已经开售咯！郑州的同学们抓紧！[偷笑],0
64,结束了连续20天的工作，为什么今天还是要这么早起[抓狂]嗓子啊你可真识相，知道今天不用说话了，就肿起来了[衰]好吧…还是开心的，知足长乐[呵呵],0
65,【#我爱满堂彩#――开心一刻】金角大王将宝葫芦倒置，喊了一声：孙行者。悟空应了一声，嗖地便被吸了进去。金角大王查看时，里面除了孙悟空，还有行者武松、苍径空、孙权、六耳猕猴、金刚等一干人。金角大王惊讶道：只喊孙行者，怎的来了这许多。这时宝葫芦开口言道：这都是你“可能感兴趣的人”[衰],0
66,?菜?盾 //@蘑小菇even:就是……什么萝卜啊，1200一份……小数点儿呐亲！！！//@MaaHoo: 哥，下次我带一麻袋钱去，只为吃一份跳水萝卜皮[泪],0
67,//@钟鼎文微博: //@荒岛恶郎十三代: //@官发科05: //@博源问津://@孤家寡哥1977://@千寻欣言: @为儿伸冤坐牢三年 @邝老五 @孤家寡哥1977 @龙灿 //@四月的蓝天:[泪],0
68,感觉俩礼拜不见了[泪]好开心 我在#香草香草云南原生态火锅(大理店)# http://t.cn/zj5c8lu,0
69,宰客成为合理，当然是“零”投诉 //@孙陶然:[抓狂] //@蒋?亮:不去了！ //@经纬张颖:我靠！什么世道.....去三亚度假，请自带干粮。,0
70,累的极致就是睡不着[泪][泪],0
71,遗憾，老师一路走好。 //@洋芋饭Rainie:老师一路走好[蜡烛][蜡烛][蜡烛] //@唐嫣: 柏寒老师一路走好[蜡烛][蜡烛][蜡烛]！太突然了[泪][泪][泪]!南无阿弥陀佛???,0
72,[晕][晕]//@Lily头000,0
73,稍微辣的味道吧。晚上会有活力[馋嘴] 现在用五毛钱不知道能吃什么[泪] 爱你的咖啡豆13,0
74,//@魏雨萱://@王灵雅yummy: [泪][泪]//@李亚容容:[泪],0
75,女生，应该把条码印在背后。//@媛媛刘00: 应该露个脸呐，那么俊秀的脸。[偷笑] btw.这衣服穿在女生身上有点尴尬呐。[衰],0
76,回复@竹笙_:是酒店自己做滴，我想买几瓶不出售，退房时收到送我的，顿时[泪][泪] //@竹笙_:这果酱好真材实料阿。还没试过涂满满的果酱的吐司是什么感觉[馋嘴],0
77,中:册那妈只逼，日:八哥丫路。中:只 港乱，日:八哥丫路。中:勿要面孔只瘪三， 日:八哥丫路。中:只宗生骂宁啊勿会骂，日: 八哥丫路。中:滚滚滚，死远点，勿跟弄逼 样吵了。。。。。。日:[汗] //@张金朗Lion:只好哪能啦[抓狂],0
78,终于被曝光了。//@星硕-袁学娅: 饭店协会该行动了！@荫子2011 @李虹HZ @杜家村夫 @布丁酒店史央清 //@微刊:[衰] 大家出差神马的还是自备毛巾吧,0
79,今天杭州的太阳好毒哦，快被晒死了！！[抓狂]突然好想去海边，我今天这身打扮是不是很有海滩风呀？哈哈哈,0
80,香橙双皮奶，这份摆盘没摆完~[晕],0
81,[泪][泪][泪]击中我了 //@小瘦子心心:漂亮！！！,0
82,关键看奖咋样，真要弄个500-1000的奖金啥的，一天你就都学会了 //@Ricky老花:我除了实况啥都不会，啥时候整个实况派对呢。[泪],0
83,求表说[泪],0
84,[抓狂]//@天津团购打折-团800:双12那些值得买的小而美,0
85,这要是吃了，人是不是通体会发蓝光？ //@饮兰山房:变异了  //@天道无趣: //@飞sPace :卫斯理蓝血猪。 //@saludbeijing  : 是辐射猪还是外星猪[怒],0
86,//@陈延峰hx:[怒] //@廉政公署V://@合金-黑猫2: //@玄玉轩蝎子://@营口81岁老人被劳教: //@李宝健: //@全球飞报: //@中国瓦良格号钓鱼岛:古兰经伊斯兰法是否有规定？伊斯兰教徒犯强奸罪是否处于极刑？赵德山是汉族还是维族、哈萨克族、塔吉克族、吉尔吉斯族？,0
87,打车真的是错误决定！坐公交早就到了[大哭][发怒][抓狂]以后绝对坚持绿色出行… 我在:http://t.cn/8kyk5ju,0
88,小时候五分钱的麻酱雪糕特好吃！再也买不到了[失望] //@治愈系心理学:那时候可以为一根5分钱的冰棍高兴半天，现在可以吗？,0
89,白折腾一圈图什么啊？ //@微天下:女变男 男变女 [晕] 祝福相爱[心],0
90,【不现实】@段郎说事 大面积叫停收费公路并不现实，正省部级以下一律取消公车并不现实，从根子上打击腐败并不现实，全面放开言论并不现实，大规模减税并不现实，要求官员公开财产并不现实，大面积食品无害化并不现实???总之，有一个世界，叫不现实；而另一个世界，很现实[怒]@将饮茶@Hi萍水相逢@行动者,0
91,[哈哈]//@巧克力的狂欢: [衰],0
92,那您就下来看//@MG胖胖:我在楼上，看不清楚[泪]  // @嘻哈包袱铺王惟 :回复 @桃?馨_小猫 :呦。。。脸红了 // @桃?馨_小猫 :可喜欢王惟王老师了~~最爱看你内坏笑了 // @嘻哈包袱铺王惟 :谢谢支持,0
93,胳膊伸不直了[泪],0
94,坑爹啊，?睡眠？[泪],0
95,这个曲目也太华丽了吧//@小元三之助: 真是手贱看歌单!!![抓狂][抓狂][抓狂]//@LuttiRainbow:new soul!!!!!!!!!要?死?[抓狂]?死人啦,0
96,[衰][衰][衰]//@李开复:[衰],0
97,快要立秋了吗？[疑问]焦虑中[怒],0
98,原来如此。。。[晕] //@薛辉_Carlos:今天是愚人节吗？,0
99,[困]一到下午就犯困怎么整。。小摇又给大家带段子来了！[偷笑]有个上海女生叫Emma，被派到东北去工作。上班第三天就精神崩溃。。。她说她觉得到处都有人在叫她。。。。。。。[衰],0
100,[怒][怒]南昌的亲注意啦！！[话筒]@江西同城会 @南昌微吧 @Chris刘天成 @叮不当了 @晏明智 @东方兔的小屋 @幸运乐乐到永远 @Alan华 @PC_丁叮best,0
101,最近头疼的原因是屡攻不破，陪上我的午饭晚饭。[抓狂],0
102,回复@云兮巴陵:这都神马事啊[怒] //@云兮巴陵:已找到。黄发女人是博主老婆 //@裴虹猪鼓励:上海的朋友注意  //@directorCCTV:帮转[心],0
103,真情永恒！[泪] //@全球热门收集:太感人了！！！[泪],0
104,今天凌晨的事情到现在想想还是很郁闷[抓狂]现在唯一能做的就是在周末的夜晚，不想做任何解释，把这个人无聊的人所做的无聊事当做一个屁放了，为这样的人不值得！[神马][浮云]最后送他一张“鸽吻”的图片，希望他今晚无聊的时候能看见！,0
105,"今天全程??西安事??直播的@神乐是萝莉 拍了很多??可供警方存?的照片 ，但他的微博?在竟然打不?了，大家可以直接搜? ""神乐是萝莉""，有很多爆?[怒] http://t.cn/zlhtJNC",0
106,昨晚风雨大作，天气预报也跟着变了，北京哎呀变三亚啦[抓狂][抓狂][沙尘暴]    #美图秀秀iPhone版#,0
107,"周末就是运动日，和哦家劳工去健身房跑步。我的体育长项就是长跑[酷]，我的同学们都知道滴~但是近些年耐力渐减。我在跑步机上摒着坚持就是胜利的原则，一教练走过来问：ok?ok?虽是满面春风，但看的出一些担心。我气喘吁吁，嘴巴呼吸都不够用，还要挤出一个big smile，回答：ja, ja, is goed![抓狂]",0
108,重水渗透...[吃惊]我特么洗个头再洗出个核弹脑袋来[抓狂]再仔细一看，咳！8重水润渗透力[汗]@??兔拉拉,0
109,[哈哈][哈哈][哈哈]神评！[赞] //@石一枫:两个极其谦虚的老同志，比着自降辈分――“你是我爸爸。”“不不，我是你孙子。” //@嗨辣老孙: [晕][抓狂][吃惊]真的吗？元芳，你死哪去了？,0
110,"我热4-1干掉凯子！[怒] //@ALAN7汪涛:?干掉LBJ! //@朱开开:[哈哈]贴切~//@小包子他爸: yeah, bitches//@LOVE_凯尔特人: 魔术师一定不是故意的！//@鲍贰: 终于拿下了，说个好玩的，M.Jackson比赛开始前做节目本来要说：Miami benches.....不过他却说成了Miami bitchs....[偷笑]",0
111,#敢吃逗你玩#路灯君你怎么了？“太热了，我躺会！”今儿这天气真心伤不起啊[衰]~「转」,0
112,[浮云][浮云][雪][?]一口呼吸的空气，连浮云都不如，懂的懂的！！哈哈哈！[抓狂][圣诞袜][织]@joan0725,0
113,话说，若不是穷疯了，谁他妈为了省几块钱拿自己骨肉健康冒险去试国货？宁肯死在洋鬼子手里，也不让国货品牌手上沾上自己同胞的鲜血！//@素直心: 前几天还为早生几年孩子庆幸呢！晕！原来几年前还不如现在！[抓狂],0
114,我早就知道一准儿有人会抓狂的[汗]终于疯掉一个了[抓狂]（虽然南北不分，但高丽棒子和北韩愣子在美国孩子眼里都是一样的。）@vanZhaovanZhao,0
115,"//@张小鹅: 恩，好像是沙发纹路！ //@榴莲_Alex:[衰] //@王远霖--MCS:考，这不是本能中的镜头吗。 //@贝易sweet: //@毋需在意: 亮点在哪儿？ //@西班牙的野望: @田林一枝花 这帖不是你转,很不习惯 //@SimonXue: [吃惊] //@KDS-最爱威士忌: 我靠！亮点大了",0
116,晚餐签到帖[花心]今晚吃咖喱，我大爱的咖喱蟹，我想念你的笑，想念你销魂的味道[抓狂][鼓掌][太开心]各位，你喜欢咖喱不？@王一,0
117,"//@北娃大王: ""让那些不懂得珍惜我们,那些不懂得珍惜我们的人,慢慢地老去吧,慢慢地远去吧,不必说话,沉默太复杂.我们要怎样才爱得明白,奋不顾身的去接受伤害,也许会有一天,心沉静的像海,不轻易澎湃,直到对的人来.""[泪]",0
118,#北京美食地图#在@侨福芳草地 顺道品尝到了?港茶餐厅的甜品。菠萝包，蛋挞还有榴莲酥都很不错。主要都不是特别甜的那种，口感还特别不错。价格也不是特别贵，真希望公司门口也有类似的餐厅[泪]小伙伴们有机会去尝尝吧！地址:侨福芳草地B2层。（@小猪男孩 投稿）,0
119,回复@由你定心情:想什么美事儿呐？您这么干欠债方房子就得先走拍卖程序，公拍！[右哼哼]再好好琢磨琢磨还有什么招儿吧[抓狂] //@由你定心情:为了避税，离婚什么的弱爆了。看我这个，不但避税而且无视限购。买方先把房款给卖方，卖方按房款打欠条给买方，以房产做抵押。然后买方以卖方欠款不换起诉到法,0
120,上海天怎么这么好啊，顶着，姐明儿就回，拖着箱子直奔 @小汪淼淼 那开会，押着  @朋朋的绘手纸 [偷笑]，如有迟到小会，大伙见谅，使劲赶了，刚吃完饭，正看着我的小肚子发呆，哪有抽脂减肚子的[泪],0
121,@胖子裴 [泪]总有一天他会长大,0
122,[抓狂][抓狂]@孙涛TT 老兄昨天咱们还聊呢没有想到如此之严重,0
123,感冒感的头发昏。。。刚刚醒鼻子结果头昏脑胀差点昏倒在地上。。。[晕],0
124,好想看这部啊。。。。//@玛丽莲-梦兔森色: 所以国产片保护月可以先去死吗？//@戴戴的天空: 我！！！我！！！我！！！@康总不着急 [泪]你说你回国干啥啊！！！干啥啊！！！你不回的话就看上了！！！,0
125,最右[汗] //@琢磨先生:看到这则新闻感动的泪都留下来了[泪] //@Vista看天下: → →//@无心梦蝶AIC如雪: 最右！ //@八佾舞羽: 思密达终于承认地球上有不属于他们的东西了,0
126,这才是真相阿！@经纬张颖  //@来福小院流浪动物救助:[泪]怎么能这样！,0
127,我听到最后有女粉丝的叫声啦！兼顾偶像与实力让人家怎么活！[抓狂][抓狂]@百威为音乐而创 @真琴你我,0
128,//@联合国:［会员国］美国拖欠教科文组织会费超过两年。。[失望],0
129,最大的问题是竟然用的是冷冻蟹钳，吃起来一大股冷冻海鲜的味道，蟹肉外面已经干裂，完全没肉汁，而且总共只有12支！12支真多啊，不过最长的也只有5厘米啊！除了蟹钳其他什么都没有啦！这尼玛完全坑爹啊！有木有！这可是你家的招牌啊！[怒][怒][怒],0
130,[泪]妃儿肯定不会被选中//@李小受儿: //@boyuuu: //@红料: 太。。。豪华了。。。[可怜] //@大颊沙鼠:哇！//@天狗行空: [哈哈],0
131,不是清凉，是悲凉[泪] //@小忻大爱:这下真的清凉了～,0
132,真是不好意思，我馋牛排了[怒],0
133,@深巷明朝卖地瓜 什么情况啊？[衰] //@中兴通讯官方微博:有兴趣的筒子可以关注下。[呵呵],0
134,#肿嬷嬷# 各项指标正常但是每天清晨的肿胀越来越厉害了。现在无论睡左边还是右边都肿左手，而且起床后手指不能弯曲的时间变长了。我可是靠码字挣奶粉钱的啊[泪] 今天更是从头肿到脚，爬起来控控。。。好在给我留了一只发微博的右手。。。@园肖妈妈,0
135,回复 @LOCAAMANDA:已经打过投诉电话了，竟然说如果空车见乘客招手，车子没停，就不算是拒载！[怒] //@LOCAAMANDA: 投诉投诉，妈的！你干嘛去呀,0
136,我真的不要再做路痴，在迷路就不出门，服了，彻底被自己打败[怒][怒][怒],0
137,上镜的服装严重失策…[泪],0
138,//@泉州女一号: [晕]还我本科！拒绝7万元。。。,0
139,这位亲，你确定没有少打一个“壳”字嘛？[泪]//@乐乐乐_美丝: @曹梓轩 能给我买个手机吗？哈哈,0
140,#读老舍#终于快到周末了[泪]多么美好的两个字啊！不知道有没有在为年会节目等苦恼的观众？分享一篇《科学救命》，安慰一下。[嘻嘻],0
141,我尼玛有钱就把国安买下来[怒],0
142,@吃肉的兔子- [抓狂] //@Holy-Sexy-Girl:[花心],0
143,?束台??光局美食??活?，一?美食也?吃到，大??，都很好吃[泪]算了?炎同?跟小威?我杭州回?胖很多，我???肥！,0
144,我去，这风啊，车停着却晃悠的厉害[泪][泪][泪]真恐怖，能不出门就别出门了,0
145,北京地铁确实很方便，我刚刚推荐给几个明天要去长城玩的年轻女孩儿。//@孔霸天: 糗百啊啊啊啊啊啊啊～我的最爱，每天的厕所读物，快得便秘了。。。[泪]。。。感谢推荐@TouchChina,0
146,@刘?-妞儿 ，上地址 //@菁制美食:没错！介绍了美食却死活不肯说地址！急死你！[抓狂],0
147,[泪]//@设计目录:「有?有那麽一???，停止在最??和最美好的那一年、那一天」。晚安！,0
148,你要不要那么快，还怕得那么好[泪]//@泡鱼儿: @新浪博客 @头条博客 @新浪旅游 @图片博客 @马来西亚旅游局 @玩疯马来西亚 @魅力雪兰莪 @亚航之家 @新浪湖北旅游@新浪龙江旅游@安徽爱游 @云南旅游@重庆旅游 @新鲜旅 @襄阳汉江网 @襄阳新闻广播@一柄锈剑 @网际飞侠 @自由主妇 @琰棱 @小柳菁儿,0
149,苹果一直都是我的至爱啊 其它的可有可无 [衰]//@金一宁: 我从小是吃伤了苹果，我姥姥家是果农[奥特曼],0
150,回复@hiroto93:没有啊！而且举办音乐会的时候有可能需要做工作[泪] //@hiroto93:话说回来叔叔的演出会有视频吗？？[可爱],0
151,还有就是原来想买一张都匀去打羊的车票留念，谁知道这车竟然不上网销售，在窗口买也是出的这种褪色很快的票，怨念啊[悲伤],0
152,萌！//@萝卜卜卜卜: [泪]有爱啊 //@夏薇琪小mm: @曹内内 ~ [爱你]//@Lilywhite_求十月人品爆发:心都化了。。。。 //@吾引以为傲的自制力: 太萌【捂心口//@Kenn_TF141: 萌翻了！！！,0
153,醉在那里了 又好想去[泪][泪][泪],0
154,呃~@！~身为大红色美少女战士队成员的含泪飘过~[泪],0
155,淀山湖重灾区[衰],0
156,回复@manic要淡定:欢迎欢迎啊！感谢来支持金小帅[太开心]#签到有礼#积分0.5 //@manic要淡定:啊啊啊  晚了好几天[泪]  从今天开始早晚安吧！[许愿],0
157,我对不起毛爷爷！我挂了！[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪],0
158,撞“婚”。。。你遇到过么？！[衰],0
159,抵制到底！[怒][怒][怒] //@gh飞翔的蒲公英: //@峰子-XXF:我坚决不去看。//@梁捷lj:扩散 //@MY-甜:?????? //@奢华密码_陈小懒:不看[怒] //@奢华密码_马娄姐姐:封杀小日本[怒][怒][怒][怒],0
160,我想#猫小D#了[泪][泪][泪][泪]！下次不能留给你了@kandiduan1218,0
161,善良的孩子[爱你][爱你][爱你] //@刘忻:沈阳的孩子帮忙留意一下，谢谢啦[爱你][爱你][爱你] //@洪辰:电话更正：024-25908420 陈小姐的东西[泪],0
162,塔尔寺回来，已经累成马了，三个手机全部没电……[衰]#西宁市区# http://t.cn/zOn5PoU,0
163,太美了[抓狂] //@小c家的苹果:我证明，原版是你[偷笑]  //@Jim兄: 盗我图付钱了没？,0
164,【雀巢雪糕常温下24小时未融化】一则新闻让很多人对雪糕不放心了，一根雪糕在常温下放置24小时后化成了一堆胶状物，引食品安全质疑。坑爹，冰箱生产制造商开始冒汗了。[怒][晕],0
165,//@赵径文:苦涩 //@尹丽川:转唯我朝人民能看懂的段子 //@傅北宸://@pinmm:[晕]  //@朱学东://@石扉客:精屁！//@陈晓卿://@美式脱口秀:转发微博。,0
166,含泪转发 //@wb王传鹏: @青年土豆的烦恼  //@shijin1:[衰] //@快滚到锅里来: //@Fenng:看了这个我都想去了。?饬了一年，用户也不知道你们说的 Pages 到底是个啥。现在又出来一个「卡片」，我草。,0
167,瞎琢磨//@毛楠:能能说：我牙疼...[抓狂] 。李林说：我帮您吹吹~[太开心] 哈哈哈~[哈哈] [哈哈] [哈哈] //@能能相声演员:我们俩这是怎么了,0
168,//@红酒--没那么简单--:妞写的。。但是是FH坤说的，妞照做。。。尼坤你可乐死我了。。灭哈哈哈。。美好啊美好 //@小七7柒:FOREVER...维尼夫妇....闺女写的....[泪]  //@笨笨的小恋恋:顺便说点什么吧...[抓狂] 同博主,0
169,想给自己取个洋名，苦于迟迟无果。[泪]万能的微博啊，求！,0
170,好多虫子啊。[晕]。@快乐的Dowson [偷笑]你也试试？,0
171,突然很想哭。。。[泪],0
172,唉...  //@装得很懒的庄岚: [抓狂]201314！国务院假日办，你一点不懂爱！,0
173,没时间买皮带 //@维嘉的扯淡生活:[哈哈]//@水南居士: 实在没想到，盛大官人竟然如此念旧，皮带也不舍得换呀[衰][挖鼻屎],0
174,太可怕了[衰] //@山岚熊外婆:[衰] //@黄毛晓鹏:@班豆班 @Serena小狼崽 @开心小栗子 @滴水琉璃---林琳 @Stella岚r @山岚熊外婆,0
175,天青色等烟雨 而肉在等你 炊烟袅袅升起?????????????????锅汤都完哩[抓狂],0
176,能遇到什么大好事呢，好期待啊[太开心]//@写-写: 能不长高么，能瘦么。。。[失望],0
177,王浩太悲催了[失望][失望][失望],0
178,//@搞机圈V助理:还有15小时，又来一次抽奖了。[悲伤][悲伤][悲伤]有意思的朋友继续转发。虽然礼物不大，但是所有的礼物我都是包邮的，说多了都是眼泪,0
179,双鱼的孩纸桑不起啊[晕] //@?-动我心: 不要让狮子再[泪],0
